customer_id,product_id,order_id,purchase_date,items
210690,11262,1225165,2024-12-26,2.3333333333333335
211533,57414,1231858,2024-12-27,9.0
223782,57414,1237012,2024-12-28,1.0
223782,1304,1237012,2024-12-28,2.3333333333333335
225390,11262,1237044,2024-12-28,1.0
249216,1370,1237729,2024-12-28,4.333333333333333
66879,30500,1235599,2024-12-28,1.0
72045,11262,1230148,2024-12-27,7.0
154803,35732,1236115,2024-12-28,1.0
165684,10652,1231043,2024-12-27,1.6666666666666667
176403,61280,1231124,2024-12-27,20.333333333333332
176472,11262,1236276,2024-12-28,1.0
177672,11262,1224398,2024-12-26,2.3333333333333335
178458,63510,1236284,2024-12-28,7.0
188844,57414,1231266,2024-12-27,1.0
192942,39186,1231340,2024-12-27,3.0
194883,1370,1240451,2024-12-29,4.333333333333333
197673,63188,1231476,2024-12-27,1.0
209994,57414,1236737,2024-12-28,1.6666666666666667
210876,1370,1231837,2024-12-27,2.3333333333333335
211815,30500,1231862,2024-12-27,1.6666666666666667
225501,63510,1237047,2024-12-28,3.0
231162,35732,1237218,2024-12-28,1.0
231909,54096,1232531,2024-12-27,1.0
232656,57414,1232569,2024-12-27,1.0
246618,35732,1226882,2024-12-26,3.0
249633,63510,1237744,2024-12-28,1.0
251625,59396,1227214,2024-12-26,1.0
153303,1370,1236105,2024-12-28,13.666666666666666
154869,1304,1230876,2024-12-27,1.6666666666666667
161058,1370,1231016,2024-12-27,1.6666666666666667
164661,11262,1236216,2024-12-28,13.666666666666666
187659,63188,1221830,2024-12-25,1.0
195063,57414,1236464,2024-12-28,1.6666666666666667
199854,63510,1231542,2024-12-27,3.6666666666666665
207618,35732,1240728,2024-12-29,4.333333333333333
209829,1304,1236730,2024-12-28,2.3333333333333335
230178,1370,1237186,2024-12-28,2.3333333333333335
251829,1304,1237824,2024-12-28,1.6666666666666667
154146,63188,1230866,2024-12-27,1.6666666666666667
157416,1370,1236131,2024-12-28,1.0
187659,39186,1221830,2024-12-25,1.0
192771,50718,1236429,2024-12-28,8.333333333333334
204189,54096,1236631,2024-12-28,1.0
204189,54096,1236631,2024-12-28,47.0
204717,56714,1224986,2024-12-26,1.0
206364,56714,1236665,2024-12-28,1.6666666666666667
233091,57414,1232587,2024-12-27,1.6666666666666667
243927,11262,1237583,2024-12-28,4.333333333333333
249579,1304,1233272,2024-12-27,3.6666666666666665
252210,30500,1222358,2024-12-25,7.0
129264,50718,1230751,2024-12-27,4.333333333333333
155403,56714,1230885,2024-12-27,1.0
163131,39186,1236212,2024-12-28,7.0
204189,39186,1236631,2024-12-28,11.666666666666666
206346,62944,1236664,2024-12-28,3.6666666666666665
206433,30500,1236667,2024-12-28,1.6666666666666667
206772,63188,1236673,2024-12-28,1.6666666666666667
208341,56714,1236704,2024-12-28,1.0
210171,59394,1236742,2024-12-28,1.6666666666666667
224631,1370,1225758,2024-12-26,1.0
233091,11262,1232587,2024-12-27,1.6666666666666667
238878,1370,1232792,2024-12-27,1.6666666666666667
243927,1370,1237583,2024-12-28,2.3333333333333335
25749,57804,1235439,2024-12-28,1.0
72930,32496,1230182,2024-12-27,3.6666666666666665
154146,1370,1230866,2024-12-27,1.6666666666666667
154473,1370,1230869,2024-12-27,2.3333333333333335
154494,1370,1230871,2024-12-27,10.333333333333334
154743,63188,1230874,2024-12-27,1.0
171372,63188,1236248,2024-12-28,1.6666666666666667
172719,1370,1231092,2024-12-27,1.0
176403,50274,1231124,2024-12-27,13.666666666666666
176643,57414,1231127,2024-12-27,2.3333333333333335
184113,63510,1231204,2024-12-27,1.0
186657,1304,1231229,2024-12-27,1.0
187101,63188,1236350,2024-12-28,7.0
188196,1370,1231249,2024-12-27,1.6666666666666667
191247,11262,1231300,2024-12-27,2.3333333333333335
201798,57414,1236592,2024-12-28,1.0
203316,63510,1224957,2024-12-26,1.6666666666666667
204243,1370,1231669,2024-12-27,3.0
205353,1370,1231696,2024-12-27,1.6666666666666667
208722,11262,1236715,2024-12-28,7.0
224169,59394,1232234,2024-12-27,7.0
227988,62274,1237115,2024-12-28,1.0
231708,1370,1237238,2024-12-28,3.0
238068,63188,1237414,2024-12-28,1.6666666666666667
252177,62944,1233398,2024-12-27,1.6666666666666667
161058,35846,1231016,2024-12-27,2.3333333333333335
167571,16358,1236229,2024-12-28,1.0
176403,63360,1231124,2024-12-27,3.6666666666666665
183492,1304,1231195,2024-12-27,17.0
203151,56714,1236621,2024-12-28,1.0
205659,11262,1231707,2024-12-27,3.0
207096,11262,1231739,2024-12-27,7.0
208722,11262,1236715,2024-12-28,1.0
209994,11262,1236737,2024-12-28,2.3333333333333335
210171,11262,1236742,2024-12-28,3.6666666666666665
220632,11262,1232113,2024-12-27,7.0
237300,35732,1232735,2024-12-27,3.0
250434,35732,1237776,2024-12-28,20.333333333333332
72930,63510,1230182,2024-12-27,7.0
154146,56714,1230866,2024-12-27,1.6666666666666667
154890,1304,1230878,2024-12-27,13.666666666666666
155052,1304,1236119,2024-12-28,1.0
187659,56714,1221830,2024-12-25,1.0
194883,57414,1240451,2024-12-29,2.3333333333333335
194883,56714,1236462,2024-12-28,12.333333333333334
205659,33886,1231707,2024-12-27,1.6666666666666667
206637,63510,1236672,2024-12-28,1.6666666666666667
210120,1304,1231815,2024-12-27,2.3333333333333335
210141,30500,1236741,2024-12-28,2.3333333333333335
211815,16358,1231862,2024-12-27,1.6666666666666667
212211,57414,1231875,2024-12-27,3.0
212220,10808,1236797,2024-12-28,2.3333333333333335
230178,63510,1232466,2024-12-27,1.6666666666666667
246216,57414,1233110,2024-12-27,1.6666666666666667
251631,56714,1237814,2024-12-28,3.6666666666666665
88821,1370,1235773,2024-12-28,2.3333333333333335
157500,57414,1236132,2024-12-28,1.6666666666666667
183921,1370,1231202,2024-12-27,1.0
187263,63538,1236354,2024-12-28,1.0
188730,1304,1236373,2024-12-28,3.6666666666666665
198279,39186,1231493,2024-12-27,2.3333333333333335
210876,1304,1231837,2024-12-27,1.0
212220,63186,1236797,2024-12-28,4.333333333333333
212220,1370,1236797,2024-12-28,13.666666666666666
215247,39186,1231983,2024-12-27,7.0
215247,61540,1231983,2024-12-27,13.666666666666666
225501,11262,1237047,2024-12-28,7.0
246216,11262,1233110,2024-12-27,1.6666666666666667
248202,10652,1233207,2024-12-27,1.6666666666666667
172056,39186,1231088,2024-12-27,1.6666666666666667
176403,63136,1231124,2024-12-27,13.666666666666666
186174,59396,1236341,2024-12-28,3.6666666666666665
187659,124,1221830,2024-12-25,1.6666666666666667
193965,33886,1231372,2024-12-27,1.0
194229,54096,1231380,2024-12-27,10.333333333333334
195063,39186,1236464,2024-12-28,1.6666666666666667
198855,63188,1231511,2024-12-27,3.0
203796,57414,1236628,2024-12-28,1.0
227343,10652,1232332,2024-12-27,2.3333333333333335
232656,1304,1232569,2024-12-27,1.6666666666666667
232827,1304,1237271,2024-12-28,6.333333333333333
72930,1370,1230182,2024-12-27,5.666666666666667
157398,57414,1230912,2024-12-27,1.0
164661,63186,1236216,2024-12-28,3.6666666666666665
165750,56714,1236219,2024-12-28,1.0
186174,63510,1236341,2024-12-28,13.666666666666666
195723,56714,1231418,2024-12-27,5.0
201852,124,1236596,2024-12-28,3.6666666666666665
203247,1370,1231646,2024-12-27,1.6666666666666667
210120,1304,1231815,2024-12-27,1.6666666666666667
211413,63188,1225199,2024-12-26,3.0
211815,56714,1231862,2024-12-27,1.0
218061,10652,1232053,2024-12-27,2.3333333333333335
230286,57414,1237192,2024-12-28,1.0
232827,1370,1237271,2024-12-28,7.0
235458,63510,1226307,2024-12-26,1.6666666666666667
236775,63510,1232715,2024-12-27,1.6666666666666667
25749,10652,1235439,2024-12-28,7.0
155337,10652,1224154,2024-12-26,1.6666666666666667
187962,1370,1231247,2024-12-27,3.0
188937,62944,1231267,2024-12-27,1.0
201852,50274,1236596,2024-12-28,1.0
206346,56714,1236664,2024-12-28,2.3333333333333335
208899,35732,1236718,2024-12-28,1.6666666666666667
210882,1304,1236761,2024-12-28,1.6666666666666667
218061,57414,1232053,2024-12-27,1.0
244479,63188,1226767,2024-12-26,1.0
246150,63188,1233106,2024-12-27,2.3333333333333335
252210,56714,1222358,2024-12-25,5.0
252210,59396,1222358,2024-12-25,1.0
64218,57414,1235558,2024-12-28,1.0
154146,62074,1230866,2024-12-27,1.6666666666666667
154743,1304,1230874,2024-12-27,2.3333333333333335
154887,56714,1236117,2024-12-28,1.6666666666666667
165717,54096,1224302,2024-12-26,2.3333333333333335
165717,1370,1224302,2024-12-26,1.0
174468,1304,1236270,2024-12-28,40.333333333333336
176319,55632,1236274,2024-12-28,1.6666666666666667
176472,35732,1236276,2024-12-28,3.0
179838,56696,1231147,2024-12-27,1.0
183105,59396,1221820,2024-12-25,7.0
183213,124,1236314,2024-12-28,3.6666666666666665
187962,57414,1231247,2024-12-27,1.6666666666666667
204189,36720,1236631,2024-12-28,14.333333333333334
204189,16358,1236631,2024-12-28,1.0
205659,30500,1231707,2024-12-27,1.6666666666666667
207219,11262,1236678,2024-12-28,3.6666666666666665
208554,56714,1225100,2024-12-26,1.6666666666666667
210120,11262,1231815,2024-12-27,1.0
219021,30500,1236922,2024-12-28,1.0
223728,35732,1237011,2024-12-28,7.0
230178,1370,1232466,2024-12-27,2.3333333333333335
235932,56714,1237355,2024-12-28,3.6666666666666665
242151,39186,1232930,2024-12-27,2.3333333333333335
248202,63188,1233207,2024-12-27,1.0
72930,11262,1230182,2024-12-27,7.0
153312,30500,1236106,2024-12-28,3.6666666666666665
172056,10808,1231088,2024-12-27,2.3333333333333335
205188,1370,1221916,2024-12-25,1.6666666666666667
206406,33886,1236666,2024-12-28,10.333333333333334
207339,63186,1236682,2024-12-28,1.6666666666666667
207999,11262,1236693,2024-12-28,7.0
208341,57414,1236704,2024-12-28,3.0
212283,11262,1231877,2024-12-27,1.0
215247,61280,1231983,2024-12-27,7.0
226623,57414,1237070,2024-12-28,1.6666666666666667
227988,1370,1237115,2024-12-28,1.6666666666666667
235458,63188,1237342,2024-12-28,1.0
238878,10652,1232792,2024-12-27,1.0
72930,59396,1230182,2024-12-27,1.0
154890,1370,1236118,2024-12-28,120.33333333333331
157500,39186,1236132,2024-12-28,7.0
158742,1370,1230949,2024-12-27,6.333333333333333
182565,63510,1236307,2024-12-28,3.6666666666666665
194229,35846,1236449,2024-12-28,3.6666666666666665
204189,33886,1236631,2024-12-28,17.0
204771,33534,1236638,2024-12-28,3.6666666666666665
210168,39186,1231816,2024-12-27,1.6666666666666667
210168,57414,1231816,2024-12-27,1.6666666666666667
213102,1370,1231905,2024-12-27,5.666666666666667
231459,16358,1232509,2024-12-27,1.0
246618,35846,1226882,2024-12-26,1.0
247548,62074,1226938,2024-12-26,1.0
59691,30500,1229866,2024-12-27,1.6666666666666667
69249,1370,1230066,2024-12-27,1.6666666666666667
176472,1370,1236276,2024-12-28,1.6666666666666667
199854,56714,1231542,2024-12-27,3.6666666666666665
203145,1370,1236620,2024-12-28,3.0
203184,50718,1240656,2024-12-29,1.0
203280,10652,1236623,2024-12-28,5.666666666666667
203784,57414,1231655,2024-12-27,1.0
204276,11262,1231671,2024-12-27,1.6666666666666667
205188,50718,1221916,2024-12-25,4.333333333333333
206637,59396,1236672,2024-12-28,1.0
208722,33886,1236715,2024-12-28,7.0
242409,30500,1237530,2024-12-28,1.6666666666666667
72045,57414,1230148,2024-12-27,1.0
72930,62944,1230182,2024-12-27,1.6666666666666667
154890,10652,1230878,2024-12-27,13.666666666666666
157938,1304,1236141,2024-12-28,7.0
206850,11262,1236674,2024-12-28,10.333333333333334
207219,30500,1236678,2024-12-28,2.3333333333333335
211533,56714,1236779,2024-12-28,19.0
215247,36720,1231983,2024-12-27,3.6666666666666665
230178,63510,1237186,2024-12-28,1.0
237300,63188,1232735,2024-12-27,1.0
238689,57414,1232780,2024-12-27,2.3333333333333335
241389,63510,1232898,2024-12-27,1.0
244479,63510,1226767,2024-12-26,1.0
248061,63510,1233200,2024-12-27,1.0
252210,10652,1222358,2024-12-25,7.0
154740,11262,1230873,2024-12-27,1.6666666666666667
165744,63510,1224303,2024-12-26,1.6666666666666667
176403,59394,1231124,2024-12-27,10.333333333333334
183675,50718,1224459,2024-12-26,2.3333333333333335
188844,11262,1231266,2024-12-27,3.0
192771,56714,1236429,2024-12-28,2.3333333333333335
203445,1370,1231651,2024-12-27,3.6666666666666665
208491,30500,1236707,2024-12-28,3.6666666666666665
208821,1304,1231784,2024-12-27,2.3333333333333335
211524,62860,1231856,2024-12-27,25.666666666666668
223401,57414,1232199,2024-12-27,1.0
229521,63188,1232429,2024-12-27,3.0
242412,1304,1232940,2024-12-27,1.0
65058,11262,1229966,2024-12-27,7.0
72918,57414,1235693,2024-12-28,1.0
153720,1370,1230863,2024-12-27,1.0
154890,1370,1230878,2024-12-27,27.0
157938,30500,1236141,2024-12-28,3.0
166437,56714,1236223,2024-12-28,2.3333333333333335
181662,63510,1231169,2024-12-27,1.0
183213,11262,1236314,2024-12-28,2.3333333333333335
183921,11262,1231202,2024-12-27,2.3333333333333335
184950,1370,1236332,2024-12-28,5.0
194883,57414,1236462,2024-12-28,2.3333333333333335
204189,54290,1236631,2024-12-28,1.0
206364,51316,1236665,2024-12-28,1.0
206364,11262,1236665,2024-12-28,1.6666666666666667
227343,16358,1232332,2024-12-27,1.6666666666666667
236655,63188,1232710,2024-12-27,3.0
252210,39186,1222358,2024-12-25,1.6666666666666667
69060,56714,1235629,2024-12-28,3.6666666666666665
128469,56714,1230730,2024-12-27,1.0
154167,10808,1236111,2024-12-28,2.3333333333333335
154887,63188,1236117,2024-12-28,1.0
164661,56714,1236216,2024-12-28,7.0
173667,33886,1236263,2024-12-28,3.6666666666666665
186378,56714,1231227,2024-12-27,1.0
187101,1370,1236350,2024-12-28,67.0
187263,1370,1236354,2024-12-28,1.6666666666666667
195063,35732,1236464,2024-12-28,1.6666666666666667
201837,56714,1231600,2024-12-27,1.0
206406,56714,1236666,2024-12-28,1.6666666666666667
206772,1370,1236673,2024-12-28,2.3333333333333335
212112,63186,1231872,2024-12-27,1.6666666666666667
230331,56714,1232475,2024-12-27,8.333333333333334
231708,57414,1237238,2024-12-28,1.0
252210,57414,1222358,2024-12-25,1.6666666666666667
160029,30500,1221803,2024-12-25,3.0
165744,63186,1224303,2024-12-26,1.6666666666666667
186174,1370,1236341,2024-12-28,7.0
186378,1304,1231227,2024-12-27,1.0
187707,30500,1231241,2024-12-27,13.666666666666666
187962,56714,1231247,2024-12-27,1.0
203724,59396,1236627,2024-12-28,1.6666666666666667
206364,1304,1236665,2024-12-28,1.0
213102,56714,1231905,2024-12-27,4.333333333333333
227469,63510,1237100,2024-12-28,1.6666666666666667
234972,63188,1237332,2024-12-28,2.3333333333333335
236115,11262,1232693,2024-12-27,17.0
249633,56714,1237744,2024-12-28,2.3333333333333335
25749,63188,1235439,2024-12-28,2.3333333333333335
157398,11262,1230912,2024-12-27,1.6666666666666667
178257,1370,1236283,2024-12-28,2.3333333333333335
183912,35846,1231201,2024-12-27,1.6666666666666667
187659,30500,1221830,2024-12-25,1.0
187707,48298,1231241,2024-12-27,7.0
209622,57414,1225127,2024-12-26,1.6666666666666667
209829,1304,1231807,2024-12-27,1.6666666666666667
211476,11262,1236778,2024-12-28,3.6666666666666665
211533,54096,1231858,2024-12-27,7.0
219021,11262,1236922,2024-12-28,3.6666666666666665
227343,30500,1232332,2024-12-27,1.6666666666666667
228729,1370,1237135,2024-12-28,4.333333333333333
235932,33886,1237355,2024-12-28,4.333333333333333
237804,63188,1232750,2024-12-27,1.0
88821,1304,1223508,2024-12-26,1.0
154881,1304,1236116,2024-12-28,1.0
163131,63188,1236212,2024-12-28,1.6666666666666667
177672,30500,1224398,2024-12-26,1.6666666666666667
181101,63538,1236296,2024-12-28,224.33333333333337
182565,11262,1236307,2024-12-28,3.6666666666666665
183492,1370,1236320,2024-12-28,10.333333333333334
184113,57414,1231204,2024-12-27,1.6666666666666667
194229,11262,1231380,2024-12-27,20.333333333333332
194229,51974,1224618,2024-12-26,1.0
203673,59396,1224960,2024-12-26,1.0
205188,1304,1221916,2024-12-25,1.6666666666666667
205353,10652,1231696,2024-12-27,2.3333333333333335
207330,63188,1231748,2024-12-27,4.333333333333333
208116,1370,1225082,2024-12-26,1.0
235458,30500,1226307,2024-12-26,2.3333333333333335
153669,63188,1230862,2024-12-27,2.3333333333333335
154167,63510,1236111,2024-12-28,3.0
154803,1370,1236115,2024-12-28,1.6666666666666667
154881,1370,1230877,2024-12-27,2.3333333333333335
154890,1304,1236118,2024-12-28,57.0
163131,57414,1236212,2024-12-28,1.0
187707,57414,1231241,2024-12-27,2.3333333333333335
194229,33886,1231380,2024-12-27,7.0
207330,56714,1225067,2024-12-26,2.3333333333333335
210882,30500,1236761,2024-12-28,7.0
211524,1304,1231856,2024-12-27,3.6666666666666665
220632,16358,1232113,2024-12-27,3.6666666666666665
224169,57414,1232234,2024-12-27,1.6666666666666667
230286,50274,1237192,2024-12-28,1.0
237765,1304,1222182,2024-12-25,2.3333333333333335
249981,56714,1237755,2024-12-28,3.0
154167,63186,1236111,2024-12-28,1.6666666666666667
172719,50718,1231092,2024-12-27,1.0
183489,56714,1236319,2024-12-28,1.0
183492,35732,1236320,2024-12-28,13.666666666666666
183666,1370,1231197,2024-12-27,1.6666666666666667
187707,56714,1231241,2024-12-27,2.3333333333333335
191247,16358,1231300,2024-12-27,1.6666666666666667
203796,39186,1236628,2024-12-28,13.666666666666666
206346,54290,1236664,2024-12-28,1.0
206772,54096,1236673,2024-12-28,1.6666666666666667
208554,63510,1225100,2024-12-26,1.6666666666666667
212112,11262,1231872,2024-12-27,1.6666666666666667
229341,57414,1232422,2024-12-27,1.0
238689,56714,1232780,2024-12-27,1.6666666666666667
250434,10652,1237776,2024-12-28,20.333333333333332
154551,33886,1230872,2024-12-27,1.6666666666666667
161058,57414,1231016,2024-12-27,1.0
163131,63510,1236212,2024-12-28,7.0
176319,57414,1236274,2024-12-28,1.0
183489,62944,1236319,2024-12-28,2.3333333333333335
183576,1304,1236323,2024-12-28,1.0
188196,62074,1231249,2024-12-27,2.3333333333333335
191247,1370,1231300,2024-12-27,2.3333333333333335
206346,63510,1236664,2024-12-28,13.666666666666666
206433,56714,1236667,2024-12-28,3.6666666666666665
208533,57414,1236710,2024-12-28,3.0
212112,63510,1231872,2024-12-27,1.0
223782,1370,1237012,2024-12-28,1.6666666666666667
228729,1304,1237135,2024-12-28,3.0
238878,11262,1232792,2024-12-27,2.3333333333333335
250434,1370,1237776,2024-12-28,33.666666666666664
252210,63510,1222358,2024-12-25,7.666666666666667
154119,39186,1236110,2024-12-28,1.0
161667,56714,1231019,2024-12-27,1.6666666666666667
176319,63188,1236274,2024-12-28,1.6666666666666667
186378,1370,1231227,2024-12-27,3.6666666666666665
212211,1370,1231875,2024-12-27,4.333333333333333
230286,11262,1237192,2024-12-28,3.6666666666666665
231459,50718,1232509,2024-12-27,2.3333333333333335
231909,57414,1232531,2024-12-27,1.0
249342,56714,1237734,2024-12-28,1.6666666666666667
249633,63538,1237744,2024-12-28,2.3333333333333335
249981,57414,1237755,2024-12-28,1.0
65052,63510,1235573,2024-12-28,1.6666666666666667
66879,63188,1235599,2024-12-28,1.6666666666666667
67764,11262,1235613,2024-12-28,1.6666666666666667
128469,1304,1230730,2024-12-27,3.0
176319,1370,1236274,2024-12-28,3.6666666666666665
183213,54096,1236314,2024-12-28,13.666666666666666
183786,11262,1236325,2024-12-28,1.6666666666666667
186174,50274,1236341,2024-12-28,1.6666666666666667
186438,56714,1236344,2024-12-28,1.0
195063,3382,1236464,2024-12-28,1.0
202638,11262,1231627,2024-12-27,7.0
204189,59394,1236631,2024-12-28,38.333333333333336
206364,56696,1236665,2024-12-28,1.0
207618,56714,1240728,2024-12-29,1.0
232035,57414,1237251,2024-12-28,2.3333333333333335
248202,1304,1233207,2024-12-27,1.6666666666666667
72645,1304,1230170,2024-12-27,3.0
161526,39186,1231018,2024-12-27,1.6666666666666667
161787,1370,1231020,2024-12-27,1.6666666666666667
186378,57414,1231227,2024-12-27,1.0
187659,11262,1221830,2024-12-25,1.0
206772,30500,1236673,2024-12-28,2.3333333333333335
239556,1370,1237463,2024-12-28,5.666666666666667
249981,1370,1237755,2024-12-28,1.0
251442,1304,1237807,2024-12-28,2.3333333333333335
252210,59396,1233399,2024-12-27,3.6666666666666665
65052,1370,1235573,2024-12-28,1.6666666666666667
71409,1370,1230127,2024-12-27,2.3333333333333335
72930,1304,1230182,2024-12-27,3.0
153999,1370,1236108,2024-12-28,1.6666666666666667
167136,56714,1236228,2024-12-28,1.6666666666666667
182565,1370,1236307,2024-12-28,3.6666666666666665
183492,1370,1231195,2024-12-27,33.666666666666664
183492,59396,1236320,2024-12-28,7.0
183492,1304,1236320,2024-12-28,10.333333333333334
186378,11262,1231227,2024-12-27,20.333333333333332
192942,1304,1231340,2024-12-27,5.0
206850,11262,1236674,2024-12-28,1.0
208116,62074,1225082,2024-12-26,3.0
208554,1370,1225100,2024-12-26,2.3333333333333335
210141,35732,1236741,2024-12-28,2.3333333333333335
218061,11262,1232053,2024-12-27,1.6666666666666667
222204,30500,1232163,2024-12-27,7.0
223968,57414,1237017,2024-12-28,1.6666666666666667
241305,1370,1237510,2024-12-28,17.0
243927,56714,1233009,2024-12-27,1.6666666666666667
250749,36720,1233332,2024-12-27,1.0
25749,35732,1235439,2024-12-28,7.0
157416,11262,1236131,2024-12-28,1.6666666666666667
173667,35732,1236263,2024-12-28,3.6666666666666665
178257,57414,1236283,2024-12-28,1.0
183105,56714,1221820,2024-12-25,3.6666666666666665
183786,1370,1236325,2024-12-28,1.6666666666666667
186438,10652,1236344,2024-12-28,1.6666666666666667
188730,11262,1231264,2024-12-27,7.0
188730,57414,1236373,2024-12-28,2.3333333333333335
195894,57414,1224671,2024-12-26,1.0
201798,1370,1236592,2024-12-28,2.3333333333333335
206433,57414,1236667,2024-12-28,1.0
208485,63538,1236706,2024-12-28,1.6666666666666667
210690,63510,1225165,2024-12-26,1.6666666666666667
210876,63510,1236760,2024-12-28,1.6666666666666667
211413,57414,1225199,2024-12-26,2.3333333333333335
231144,62944,1237217,2024-12-28,1.0
246150,63360,1233106,2024-12-27,3.0
153999,1304,1236108,2024-12-28,1.0
154881,57414,1236116,2024-12-28,1.6666666666666667
154890,30500,1236118,2024-12-28,100.33333333333331
165687,1304,1236218,2024-12-28,2.3333333333333335
165750,30500,1236219,2024-12-28,3.6666666666666665
179088,1304,1231144,2024-12-27,3.6666666666666665
179838,16358,1231147,2024-12-27,7.0
183786,63538,1236325,2024-12-28,1.0
246915,35732,1233151,2024-12-27,1.6666666666666667
66879,11262,1235599,2024-12-28,1.0
128469,1370,1230730,2024-12-27,3.0
128526,39186,1236028,2024-12-28,7.0
128604,56714,1236029,2024-12-28,1.0
153315,11262,1236107,2024-12-28,7.0
165687,16358,1236218,2024-12-28,1.0
177672,56714,1224398,2024-12-26,2.3333333333333335
183576,35732,1236323,2024-12-28,4.333333333333333
187707,62944,1231241,2024-12-27,3.6666666666666665
188937,11262,1231267,2024-12-27,3.6666666666666665
206868,35846,1236675,2024-12-28,7.0
224631,11262,1225758,2024-12-26,1.0
243927,10652,1237583,2024-12-28,3.6666666666666665
154998,11262,1224153,2024-12-26,1.6666666666666667
174468,1370,1236270,2024-12-28,27.0
183576,30500,1236323,2024-12-28,2.3333333333333335
186438,50718,1236344,2024-12-28,4.333333333333333
201798,56714,1236592,2024-12-28,2.3333333333333335
204189,32496,1236631,2024-12-28,8.333333333333334
208566,57414,1236711,2024-12-28,1.6666666666666667
211533,57804,1231858,2024-12-27,1.6666666666666667
237765,56714,1222182,2024-12-25,1.6666666666666667
251625,50274,1227214,2024-12-26,1.0
128604,1304,1236029,2024-12-28,1.0
154119,63188,1236110,2024-12-28,1.6666666666666667
154881,56714,1230877,2024-12-27,1.0
154998,1304,1224153,2024-12-26,1.0
157938,56714,1236141,2024-12-28,2.3333333333333335
167451,35732,1231048,2024-12-27,1.0
172161,1370,1231089,2024-12-27,33.666666666666664
183489,30500,1236319,2024-12-28,7.0
184950,1304,1236332,2024-12-28,9.0
186378,63510,1231227,2024-12-27,1.6666666666666667
192300,39186,1231319,2024-12-27,1.6666666666666667
198210,30500,1231490,2024-12-27,4.333333333333333
207219,56714,1236678,2024-12-28,2.3333333333333335
208899,11262,1236718,2024-12-28,2.3333333333333335
237300,63510,1232735,2024-12-27,3.0
251829,62944,1237824,2024-12-28,1.0
64218,63188,1235558,2024-12-28,1.0
66054,1370,1229984,2024-12-27,1.0
66879,1370,1235599,2024-12-28,1.0
164007,11262,1231037,2024-12-27,2.3333333333333335
195894,1304,1224671,2024-12-26,1.0
201852,57414,1236596,2024-12-28,5.0
232035,1304,1237251,2024-12-28,2.3333333333333335
65058,57414,1229966,2024-12-27,2.3333333333333335
154740,56714,1230873,2024-12-27,1.6666666666666667
165750,1370,1236219,2024-12-28,3.6666666666666665
188730,1370,1231264,2024-12-27,4.333333333333333
198279,1304,1231493,2024-12-27,3.0
199854,11262,1231542,2024-12-27,20.333333333333332
203280,1370,1236623,2024-12-28,2.3333333333333335
204054,10808,1224968,2024-12-26,2.3333333333333335
204189,48298,1236631,2024-12-28,1.0
204189,62944,1236631,2024-12-28,1.0
207828,1370,1236691,2024-12-28,3.6666666666666665
210882,1370,1236761,2024-12-28,3.0
211965,56714,1236791,2024-12-28,10.333333333333334
225501,59394,1237047,2024-12-28,1.0
249342,11262,1237734,2024-12-28,13.666666666666666
